asset_id,asset_type,worth
10174,house,1093666
10175,car,92831
10176,house,388334
10177,car,42317
10178,car,45081
10179,car,39747
10180,car,91182
10181,house,733624
10182,car,30209
10183,car,22556
10184,car,84948
10185,house,457984
10186,car,78499
10187,car,32937
10188,car,99188
10189,car,87158
10190,car,35524
10191,car,64741
10192,car,97213
10193,car,11061
10194,car,92968
10195,car,19503
10196,car,79332
10197,car,95146
10198,house,442054
10199,car,97929
10200,car,30536
10201,house,1385734
10202,car,25495
10203,car,56378
10204,car,29459
10205,car,82009
10206,car,64775
10207,car,10296
10208,house,1483096
10209,car,73541
10210,house,808065
10211,car,33945
10212,car,12634
10213,car,35275
10214,car,22694
10215,car,84967
10216,car,70495
10217,car,71461
10218,car,47665
10219,car,33467
10220,car,34471
10221,car,99206
10222,car,37991
10223,car,64145
10224,house,1392719
10225,car,68316
10226,house,1178086
10227,car,89781
10228,car,99434
10229,house,424514
10230,car,24609
10231,car,70414
10232,car,32646
10233,car,60145
10234,car,80452
10235,car,67352
10236,house,1465580
10237,car,17113
10238,car,11596
10239,car,90333
10240,car,55538
10241,car,13638
10242,car,57319
10243,car,43116
10244,house,102886
10245,car,68363
10246,car,70945
10247,car,81024
10248,house,341416
10249,car,55558
10250,car,87137
10251,house,152580
10252,car,94780
10253,car,22505
10254,car,33127
10255,car,58495
10256,car,58615
10257,car,86122
10258,house,1068131
10259,car,24442
10260,car,63389
10261,car,63985
10262,car,74605
10263,car,62599
10264,car,94193
10265,car,60245
10266,car,15073
10267,car,14490
10268,car,98932
10269,car,88481
10270,car,87815
10271,house,633904
10272,house,757483
10273,car,31126
10274,house,1282147
10275,car,94184
10276,car,20335
10277,car,96288
10278,car,69581
10279,car,50923
10280,car,51730
10281,car,10905
10282,car,68763
10283,car,44885
10284,car,51404
10285,car,95439
10286,car,40888
10287,car,84332
10288,car,33385
10289,car,58100
10290,car,89589
10291,car,16351
10292,car,44263
10293,house,773179
10294,car,93922
10295,car,11787
10296,car,90689
10297,car,37893
10298,house,1380679
10299,car,41114
10300,car,69950
10301,car,29189
10302,car,23465
10303,car,32212
10304,car,84765
10305,car,92286
10306,car,77622
10307,car,38630
10308,house,1111093
10309,car,88939
10310,car,13970
10311,car,58888
10312,car,42712
10313,car,81026
10314,car,12720
10315,car,40860
10316,car,74128
10317,house,179862
10318,car,93621
10319,car,32946
10320,car,43091
10321,car,80832
10322,car,92485
10323,car,69545
10324,car,99121
10325,car,91216
10326,house,1106958
10327,car,64708
10328,car,80083
10329,car,91140
10330,house,250101
10331,car,53121
10332,car,96497
10333,car,13211
10334,car,47119
10335,car,84903
10336,house,282066
10337,car,66432
10338,car,66737
10339,car,32139
10340,house,1343368
10341,car,83148
10342,car,35156
10343,car,51032
10344,car,18507
10345,car,25010
10346,car,42671
10347,car,64537
10348,car,49398
10349,car,26766
10350,car,26400
10351,car,86892
10352,house,1049147
10353,car,70259
10354,car,30395
10355,house,558350
10356,car,64628
10357,house,930908
10358,car,77243
10359,house,779405
10360,car,43246
10361,car,13618
10362,house,1270387
10363,car,96122
10364,house,644140
10365,car,86973
10366,car,48858
10367,car,40287
10368,car,38283
10369,car,38562
10370,car,91259
10371,car,69392
10372,car,57925
10373,car,34029
10374,house,432598
10375,car,43059
10376,car,72563
10377,car,28975
10378,car,22743
10379,car,23181
10380,car,55223
10381,car,65858
10382,car,48077
10383,car,69709
10384,car,64135
10385,car,97063
10386,car,58751
10387,car,66642
10388,car,67183
10389,car,74004
10390,car,61473
10391,car,96139
10392,car,32530
10393,car,22654
10394,car,21455
10395,car,94533
10396,car,58345
10397,car,69249
10398,car,57253
10399,car,39023
10400,car,32536
10401,car,87948
10402,car,92668
10403,house,1111877
10404,car,61023
10405,car,82617
10406,car,29542
10407,car,39509
10408,car,70310
10409,car,88530
10410,car,60284
10411,car,20691
10412,car,37386
10413,car,31444
10414,car,86407
10415,car,38186
10416,house,227680
10417,car,28433
10418,car,27524
10419,car,47216
10420,car,20463
10421,car,18454
10422,car,58289
10423,car,48836
10424,car,28458
10425,car,12105
10426,car,13363
10427,car,87432
10428,car,18003
10429,car,79559
10430,car,84391
10431,car,47544
10432,house,692011
10433,car,92226
10434,house,435340
10435,car,13224
10436,car,53252
10437,car,21975
10438,car,72617
10439,car,33087
10440,car,96906
10441,car,96534
10442,car,62681
10443,car,40451
10444,house,285665
10445,car,23195
10446,car,43245
10447,car,62146
10448,car,39617
10449,car,17968
10450,car,33723
10451,car,75118
10452,car,81094
10453,car,59925
10454,house,449251
10455,car,67272
10456,car,16634
10457,car,48296
10458,car,34894
10459,car,68141
10460,car,38766
10461,car,73238
10462,car,30599
10463,house,1370639
10464,car,53983
10465,car,18891
10466,car,93150
10467,car,64137
10468,car,39937
10469,car,58862
10470,car,77440
10471,car,88453
10472,car,98364
10473,house,922580
10474,car,12914
10475,house,788370
10476,car,82554
10477,car,38423
10478,car,75046
10479,car,68225
10480,car,23699
10481,car,40476
10482,car,46385
10483,car,45202
10484,house,267056
10485,car,51027
10486,car,73574
10487,car,79826
10488,car,88494
10489,car,11598
10490,car,61717
10491,car,38647
10492,car,98030
10493,car,77632
10494,house,211570
10495,car,82971
10496,car,38287
10497,car,16355
10498,house,1472108
10499,house,153065
10500,car,90522
10501,car,77763
10502,car,12948
10503,car,18478
10504,car,89551
10505,car,31817
10506,car,52957
10507,car,35485
10508,car,43378
10509,car,81213
10510,car,74488
10511,car,62627
10512,car,50643
10513,house,741755
10514,car,31786
10515,car,52999
10516,car,29378
10517,car,69856
10518,car,80870
10519,car,17419
10520,house,586390
10521,car,16964
10522,car,13241
10523,car,90825
10524,car,37665
10525,car,54367
10526,car,10029
10527,car,15098
10528,car,85691
10529,house,737490
10530,car,61736
10531,car,89013
10532,house,544971
10533,car,48748
10534,car,58706
10535,house,1467634
10536,car,72651
10537,car,81473
10538,car,79140
10539,house,1222761
10540,car,87940
10541,car,65423
10542,car,12160
10543,car,75028
10544,car,15660
10545,house,1252104
10546,car,29484
10547,car,99230
10548,car,52636
10549,car,38803
10550,car,98374
10551,car,70416
10552,house,614969
10553,car,32881
10554,car,65494
10555,car,77417
10556,car,26546
10557,car,61406
10558,car,28145
10559,car,53673
10560,car,71994
10561,car,41233
10562,car,50361
10563,car,56145
10564,house,1221554
10565,car,57388
10566,house,478103
10567,car,10233
10568,house,1094580
10569,car,77768
10570,car,11020
10571,car,94907
10572,car,20135
10573,car,68415
10574,car,76682
10575,house,744104
10576,car,47419
10577,car,80688
10578,car,22746
10579,car,94769
10580,car,28073
10581,car,29666
10582,car,78089
10583,car,91310
10584,house,993923
10585,car,10223
10586,car,71750
10587,house,1188804
10588,car,43280
10589,car,93200
10590,car,40969
10591,car,80130
10592,car,22312
10593,house,932477
10594,car,71247
10595,car,61153
10596,car,45214
10597,car,52352
10598,car,57391
10599,car,34260
10600,car,56459
10601,car,49901
10602,car,88747
10603,car,35148
10604,car,54378
10605,car,72428
10606,car,54472
10607,car,89872
10608,car,77678
10609,car,83663
10610,car,64476
10611,house,1081119
10612,car,40128
10613,car,87441
10614,car,49505
10615,car,87686
10616,car,47618
10617,house,257720
10618,car,69912
10619,car,38408
10620,car,85824
10621,car,38502
10622,car,18666
10623,car,90676
10624,car,93981
10625,car,68881
10626,house,649052
10627,car,89222
10628,car,87112
10629,car,67642
10630,car,61193
10631,car,78228
10632,house,275871
10633,car,49797
10634,car,61347
10635,car,26588
10636,car,62526
10637,car,49705
10638,car,34664
10639,car,91806
10640,car,86714
10641,house,1141239
10642,car,39563
10643,car,13354
10644,car,49202
10645,car,24961
10646,car,81991
10647,car,15707
10648,car,75443
10649,car,53959
10650,car,72692
10651,car,25104
10652,car,15168
10653,house,1274181
10654,car,52315
10655,car,69405
10656,car,21076
10657,car,25005
10658,car,47602
10659,car,40951
10660,car,82804
10661,car,14061
10662,car,39048
10663,car,25793
10664,house,257312
10665,car,29397
10666,house,1084496
10667,car,65046
10668,car,78621
10669,house,580705
10670,car,37065
10671,house,681007
10672,house,638585
10673,car,33092
10674,house,990510
10675,car,34269
10676,car,38679
10677,car,73171
10678,car,30861
10679,car,94663
10680,car,56009
10681,car,61294
10682,car,12122
10683,car,40621
10684,car,40481
10685,car,66075
10686,house,254076
10687,house,259006
10688,car,45379
10689,car,62094
10690,car,26986
10691,car,20602
10692,car,17315
10693,car,99770
10694,car,90962
10695,car,14125
10696,car,89343
10697,car,47043
10698,car,97324
10699,car,54043
10700,car,21776
10701,car,16202
10702,car,44201
10703,car,40186
10704,car,12418
10705,house,134302
10706,car,63172
10707,car,63234
10708,car,28879
10709,house,402172
10710,car,28233
10711,car,58966
10712,car,86577
10713,car,79832
10714,car,60851
10715,car,63682
10716,house,211296
10717,car,65909
10718,car,61483
10719,car,80974
10720,car,23162
10721,car,59963
10722,car,49551
10723,car,52148
10724,car,45528
10725,car,57357
10726,house,976029
10727,car,95447
10728,car,99006
10729,car,93258
10730,car,62170
10731,car,77808
10732,car,33522
10733,car,77318
10734,house,1352934
10735,car,14896
10736,house,101229
10737,car,52709
10738,car,81273
10739,car,50989
10740,car,11375
10741,car,56035
10742,car,69256
10743,car,85411
10744,car,49866
10745,house,943178
10746,car,79640
10747,car,95832
10748,house,386174
10749,car,30490
10750,car,70474
10751,car,22780
10752,car,51214
10753,car,30483
10754,car,31890
10755,car,33073
10756,car,42555
10757,car,37802
10758,car,59106
10759,car,55266
10760,car,61102
10761,car,40793
10762,car,92598
10763,car,16500
10764,car,63841
10765,car,64381
10766,car,80438
10767,car,81306
10768,car,67580
10769,car,12065
10770,car,54639
10771,car,64091
10772,car,56473
10773,car,30973
10774,car,78692
10775,car,29028
10776,car,95586
10777,house,1105396
10778,car,74536
10779,car,42259
10780,car,51234
10781,car,59049
10782,car,85256
10783,car,75215
10784,car,71587
10785,car,76906
10786,car,38477
10787,car,39822
10788,car,52118
10789,car,13643
10790,car,88572
10791,house,1349974
10792,car,52858
10793,car,32485
10794,car,36913
10795,car,27488
10796,car,91690
10797,car,79406
10798,car,95229
10799,car,23473
10800,car,12207
10801,car,49389
10802,car,16481
10803,car,22319
10804,house,1106583
10805,car,28286
10806,car,15948
10807,car,13680
10808,car,11630
10809,house,1155342
10810,car,24079
10811,car,46744
10812,car,58665
10813,car,38998
10814,car,84877
10815,car,99439
10816,house,454406
10817,car,39979
10818,car,58063
10819,house,276515
10820,car,19708
10821,car,40124
10822,car,87886
10823,car,40118
10824,car,64697
10825,car,72755
10826,car,56705
10827,car,59706
10828,car,91338
10829,car,78711
10830,car,44482
10831,car,36761
10832,car,83632
10833,car,25031
10834,house,190627
10835,house,1309247
10836,car,55551
10837,car,82177
10838,car,56163
10839,car,32564
10840,car,91963
10841,house,657661
10842,car,75221
10843,car,67393
10844,house,523311
10845,car,55623
10846,car,18463
10847,car,97324
10848,car,75659
10849,car,79279
10850,house,800662
10851,car,51327
10852,car,46139
10853,house,541864
10854,car,64912
10855,house,968395
10856,car,22977
10857,car,34269
10858,car,72280
10859,car,41015
10860,car,78474
10861,house,772922
10862,car,10668
10863,car,58150
10864,car,62143
10865,car,38659
10866,car,33317
10867,house,1184304
10868,car,98842
10869,car,89163
10870,car,47920
10871,car,96036
10872,car,55240
10873,car,87945
10874,car,73397
10875,car,63606
10876,house,309431
10877,car,61874
10878,house,298690
10879,car,75264
10880,car,99575
10881,car,25767
10882,car,98634
10883,car,65786
10884,car,23189
10885,car,79323
10886,house,751611
10887,house,383165
10888,car,81391
10889,car,47789
10890,car,26065
10891,car,77107
10892,car,14145
10893,house,307855
10894,car,59661
10895,car,38793
10896,car,71223
10897,car,33109
10898,car,18441
10899,car,80517
10900,house,472133
10901,car,19902
10902,car,90898
10903,car,26307
10904,car,27418
10905,car,37086
10906,car,92665
10907,car,86946
10908,car,79723
10909,car,93382
10910,house,651531
10911,car,11201
10912,car,48615
10913,car,37317
10914,house,1249372
10915,car,25012
10916,car,49674
10917,car,49711
10918,car,22884
10919,car,58333
10920,car,64889
10921,car,35662
10922,car,17010
10923,car,67139
10924,car,90091
10925,car,29528
10926,car,59598
10927,house,965953
10928,house,701266
10929,car,78991
10930,car,91721
10931,car,17908
10932,car,10858
10933,car,44490
10934,car,35550
10935,car,74701
10936,car,90454
10937,car,80569
10938,house,472841
10939,car,55707
10940,car,53882
10941,car,59589
10942,car,78649
10943,car,74843
10944,car,27959
10945,car,73217
10946,car,12955
10947,car,26011
10948,car,38238
10949,car,43172
10950,car,30550
10951,house,311592
10952,car,33001
10953,car,50870
10954,car,23930
10955,car,84148
10956,house,836882
10957,car,59012
10958,car,11729
10959,car,23096
10960,car,43247
10961,car,20761
10962,car,65692
10963,car,13736
10964,car,95877
10965,car,79202
10966,car,79571
10967,car,90143
10968,car,16458
10969,house,440406
10970,car,10509
10971,car,80713
10972,car,57373
10973,car,71071
10974,car,58693
10975,car,14023
10976,car,37286
10977,car,13013
10978,car,67414
10979,car,31459
10980,car,29273
10981,car,99722
10982,car,61334
10983,car,41053
10984,house,424204
10985,car,41711
10986,car,50428
10987,house,1313167
10988,car,69245
10989,car,30073
10990,car,28743
10991,car,54688
10992,house,663383
10993,car,92233
10994,car,54194
10995,car,99264
10996,car,83070
10997,car,11748
10998,car,45270
10999,car,57963
11000,car,83774
11001,car,77217
11002,car,16153
11003,car,91897
11004,car,32654
11005,car,95949
11006,car,14222
11007,car,69346
11008,house,102154
11009,car,78351
11010,car,64664
11011,car,91793
11012,car,67235
11013,car,46715
11014,car,67896
11015,house,666691
11016,car,61633
11017,car,31190
11018,car,25507
11019,car,14758
11020,car,50993
11021,car,75315
11022,house,1238869
11023,car,46881
11024,car,51369
11025,house,319028
11026,car,74393
11027,car,13353
11028,car,34888
11029,car,33942
11030,car,58985
11031,car,50913
11032,car,12178
11033,car,83549
11034,car,77172
11035,car,15348
11036,house,1110454
11037,car,76977
11038,car,77785
11039,car,10348
11040,car,47237
11041,car,89951
11042,house,805747
11043,car,58981
11044,car,46237
11045,car,51348
11046,car,53161
11047,house,1171593
11048,house,813426
11049,car,79973
11050,car,59047
11051,car,26434
11052,car,89358
11053,car,74671
11054,car,85602
11055,car,97365
11056,car,31827
11057,car,79656
11058,car,66122
11059,car,41091
11060,car,92501
11061,car,32756
11062,car,67262
11063,car,68965
11064,car,83932
11065,car,36454
11066,car,56030
11067,car,95720
11068,car,15549
11069,car,94931
11070,car,69782
11071,car,56157
11072,car,45335
11073,car,21467
11074,car,67422
11075,car,88848
11076,car,61828
11077,car,81083
11078,car,92888
11079,car,72120
11080,car,37360
11081,car,33024
11082,car,89474
11083,car,25203
11084,car,28490
11085,house,381408
11086,car,25409
11087,car,16850
11088,car,33069
11089,car,87670
11090,car,44254
11091,car,95683
11092,car,42172
11093,car,60559
11094,car,94362
11095,car,32634
11096,car,73338
11097,car,49161
11098,car,18548
11099,house,115024
11100,car,95488
11101,car,24234
11102,car,77160
11103,car,90748
11104,car,32004
11105,car,47310
11106,car,81658
11107,car,49098
11108,house,870097
11109,car,88496
11110,car,51417
11111,car,25713
11112,house,963774
11113,car,77940
11114,house,626175
11115,car,54542
11116,house,460123
11117,car,44753
11118,house,700740
11119,car,50558
11120,car,97695
11121,car,71250
11122,house,599035
11123,car,55362
11124,car,98655
11125,car,94171
11126,car,40177
11127,car,77964
11128,car,42134
11129,car,21468
11130,car,52278
11131,car,83437
11132,house,673207
11133,car,76156
11134,car,64585
11135,car,72917
11136,house,456741
11137,car,43251
11138,car,63694
11139,car,61456
11140,car,69914
11141,house,570671
11142,car,89441
11143,car,73648
11144,car,43693
11145,house,1204093
11146,car,50950
11147,car,91882
11148,car,58861
11149,car,46318
11150,car,56839
11151,car,73240
11152,car,70081
11153,car,35682
11154,house,328888
11155,car,65739
11156,car,49170
11157,car,25178
11158,car,20143
11159,house,1269343
11160,car,49994
11161,car,43918
11162,car,58442
11163,car,27518
11164,car,87001
11165,car,61816
11166,house,437013
11167,car,32382
11168,car,31956
11169,car,32690
11170,car,40540
11171,car,43256
11172,car,96117
11173,car,41696
11174,car,76806
11175,car,90142
11176,car,58356
11177,car,16133
11178,car,25199
11179,car,96222
11180,car,73412
11181,car,94491
11182,car,49886
11183,house,727684
11184,car,13347
11185,car,95975
11186,car,92336
11187,car,88488
11188,car,48364
11189,car,51129
11190,car,34696
11191,car,76036
11192,car,82146
11193,car,64714
11194,car,98683
11195,car,89917
11196,car,67887
11197,car,28908
11198,car,62863
11199,house,890800
11200,car,86428
11201,car,94530
11202,car,54158
11203,car,30475
11204,house,556543
11205,car,11569
11206,house,311879
11207,car,29301
11208,car,79579
11209,house,387242
11210,car,47735
11211,car,73651
11212,car,44756
11213,car,25841
11214,house,825533
11215,car,64912
11216,car,11112
11217,car,24721
11218,car,81727
11219,car,38410
11220,car,39301
11221,car,76636
11222,house,1165821
11223,car,35146
11224,car,21094
11225,car,41866
11226,house,187280
11227,car,24408
11228,car,96566
11229,car,52949
11230,car,89964
11231,car,77274
11232,car,52964
11233,car,37974
11234,house,1354737
11235,car,43821
11236,car,26296
11237,car,99201
11238,house,1007811
11239,car,57343
11240,car,60458
11241,car,28188
11242,car,74105
11243,car,14376
11244,car,30834
11245,car,88396
11246,car,29001
11247,car,21911
11248,car,58151
11249,car,98765
11250,car,68556
11251,car,94541
11252,car,11238
11253,car,28972
11254,car,27221
11255,car,89895
11256,car,77390
11257,car,30205
11258,car,52023
11259,car,83317
11260,house,973619
11261,car,85176
11262,car,13145
11263,car,41864
11264,house,949352
11265,car,83226
11266,car,22155
11267,car,39427
11268,car,30846
11269,car,36019
11270,car,18315
11271,car,31910
11272,car,87913
11273,car,59236
11274,car,47109
11275,car,88837
11276,house,164215
11277,car,43873
11278,car,20689
11279,car,92729
11280,car,13109
11281,car,29753
11282,car,83274
11283,house,737265
11284,car,42160
11285,car,30987
11286,car,25144
11287,car,32277
11288,house,246734
11289,car,85162
11290,car,48813
11291,car,83636
11292,car,59730
11293,car,32039
11294,car,79296
11295,car,61457
11296,house,1348713
11297,car,83272
11298,house,197153
11299,car,41798
11300,car,86071
11301,car,85981
11302,car,85199
11303,car,55432
11304,car,66637
11305,car,30388
11306,car,24924
11307,car,59766
11308,car,72183
11309,car,81306
11310,car,49373
11311,car,81523
11312,car,66591
11313,car,16319
11314,house,417337
11315,car,39129
11316,car,45528
11317,car,39690
11318,car,50662
11319,car,76259
11320,car,21458
11321,car,42185
11322,car,86601
11323,car,60500
11324,car,69822
11325,house,1003480
11326,car,54102
11327,car,31934
11328,car,38583
11329,car,90918
11330,car,23609
11331,house,252483
11332,car,32204
11333,car,39577
11334,car,79189
11335,car,20187
11336,car,72488
11337,car,73151
11338,car,89437
11339,car,77419
11340,car,63468
11341,car,83905
11342,car,91659
11343,house,606996
11344,car,91513
11345,car,95788
11346,car,45722
11347,house,1124610
11348,car,11855
11349,car,47789
11350,car,41287
11351,car,77950
11352,house,668686
11353,car,66213
11354,car,86557
11355,car,50820
11356,car,52506
11357,car,25143
11358,house,1265483
11359,car,15447
11360,car,22298
11361,car,98746
11362,car,48850
11363,car,77613
11364,car,22283
11365,house,191100
11366,car,12103
11367,car,37398
11368,house,877342
11369,car,76745
11370,car,27365
11371,car,34389
11372,car,40464
11373,car,13410
11374,car,18997
11375,car,60668
11376,car,77716
11377,car,52105
11378,house,1030272
11379,car,65216
11380,car,19839
11381,house,201940
11382,car,96507
11383,car,64330
11384,car,80618
11385,car,87911
11386,car,81822
11387,car,36297
11388,car,14446
11389,car,24936
11390,car,69808
11391,car,44969
11392,car,23192
11393,car,14507
11394,house,495637
11395,car,26807
11396,car,79920
11397,car,79739
11398,car,69238
11399,car,52209
11400,car,51690
11401,car,90804
11402,car,93249
11403,car,27858
11404,car,52829
11405,car,40459
11406,car,10226
11407,car,51003
11408,car,77503
11409,car,50656
11410,car,69437
11411,car,10891
11412,car,94043
11413,car,67128
11414,car,45162
11415,car,99341
11416,house,603353
11417,car,62100
11418,house,360918
11419,car,51085
11420,car,94029
11421,car,79702
11422,car,47441
11423,car,84157
11424,car,49212
11425,car,17723
11426,car,56192
11427,house,1343396
11428,car,68280
11429,house,1271098
11430,car,87764
11431,car,87509
11432,car,21499
11433,car,17727
11434,house,145007
11435,car,87640
11436,car,96452
11437,car,88754
11438,car,36115
11439,car,80936
11440,house,1114185
11441,car,96073
11442,car,49901
11443,car,68390
11444,car,16747
11445,car,45700
11446,car,47997
11447,car,80801
11448,car,32732
11449,car,29406
11450,car,83291
11451,car,62741
11452,car,69441
11453,house,1396121
11454,car,61873
11455,car,39404
11456,car,28442
11457,car,44650
11458,car,35124
11459,car,59339
11460,car,33952
11461,car,46901
11462,car,74267
11463,car,91276
11464,car,24336
11465,car,84616
11466,car,99007
11467,car,72786
11468,car,68100
11469,house,766197
11470,car,10052
11471,car,65647
11472,car,10675
11473,car,88764
11474,car,13522
11475,car,78670
11476,car,20248
11477,car,90107
11478,car,53685
11479,house,492905
11480,car,40836
11481,house,361738
11482,car,72764
11483,car,64713
11484,car,28210
11485,car,46770
11486,car,96950
11487,car,88612
11488,car,77743
11489,car,44115
11490,car,20916
11491,house,838526
11492,car,22022
11493,car,53166
11494,car,85348
11495,car,26416
11496,car,40617
11497,car,99941
11498,house,332267
11499,car,79083
11500,house,852076
11501,car,10458
11502,car,55010
11503,car,10375
11504,car,66924
11505,car,13816
11506,car,11415
11507,car,54602
11508,car,73785
11509,car,58058
11510,car,67914
11511,car,48319
11512,car,40465
11513,car,34134
11514,house,794663
11515,car,86932
11516,car,53496
11517,house,994689
11518,car,37441
11519,car,51707
11520,car,16955
11521,car,66667
11522,car,25170
11523,house,185533
11524,car,76338
11525,car,60601
11526,house,276280
11527,car,61489
11528,car,71965
11529,house,1371298
11530,house,1300061
11531,car,57123
11532,house,255878
11533,car,83340
11534,car,88881
11535,car,72121
11536,car,84292
11537,car,39860
11538,house,949117
11539,car,71905
11540,car,39368
11541,car,31099
11542,car,72270
11543,car,44008
11544,car,98541
11545,car,81815
11546,car,17605
11547,car,36861
11548,car,80692
11549,car,35259
11550,car,30997
11551,car,96367
11552,car,54619
11553,car,23905
11554,car,48914
11555,car,92300
11556,car,47891
11557,car,54771
11558,car,73864
11559,car,17148
11560,car,85947
11561,car,36172
11562,house,1075505
11563,car,92767
11564,car,80304
11565,car,40504
11566,car,63287
11567,car,34917
11568,car,69894
11569,car,13712
11570,car,77062
11571,car,36611
11572,car,12997
11573,car,29453
11574,car,84693
11575,car,84066
11576,car,17308
11577,car,76857
11578,car,12172
11579,car,93837
11580,car,36319
11581,car,61583
11582,car,28308
11583,car,79619
11584,car,25175
11585,car,44692
11586,car,60486
11587,car,68446
11588,car,10354
11589,car,75865
11590,car,68382
11591,car,91161
11592,car,22106
11593,car,46812
11594,house,1407278
11595,car,14279
11596,car,87824
11597,house,1281352
11598,car,53549
11599,car,73383
11600,car,75098
11601,house,540097
11602,car,37159
11603,car,15551
11604,car,59032
11605,car,69894
11606,car,46168
11607,house,1206535
11608,car,35069
11609,car,98612
11610,car,89305
11611,car,18969
11612,car,72234
11613,car,40653
11614,car,86596
11615,car,24242
11616,house,215753
11617,car,41913
11618,car,43168
11619,house,836365
11620,car,18916
11621,house,334375
11622,car,31420
11623,car,83070
11624,car,57330
11625,car,35920
11626,car,96862
11627,car,56950
11628,car,46623
11629,car,62040
11630,car,12292
11631,house,403910
11632,car,79440
11633,car,93311
11634,car,88443
11635,car,37454
11636,car,23217
11637,car,99861
11638,car,88359
11639,car,72724
11640,car,67444
11641,car,20272
11642,car,79146
11643,car,88437
11644,car,85013
11645,car,95128
11646,car,81161
11647,car,49922
11648,car,23445
11649,car,96576
11650,house,766390
11651,car,87169
11652,car,85645
11653,car,42160
11654,car,91074
11655,house,939372
11656,car,12717
11657,car,52652
11658,car,62528
11659,car,40836
11660,car,22686
11661,car,81297
11662,car,54910
11663,house,535485
11664,car,86811
11665,house,985636
11666,car,18861
11667,car,96506
11668,car,53255
11669,house,1247004
11670,house,216297
11671,car,88930
11672,car,14546
11673,car,88299
11674,house,995244
11675,car,39021
11676,car,94029
11677,car,23410
11678,car,47941
11679,car,86560
11680,house,950872
11681,car,34568
11682,car,19392
11683,car,31397
11684,car,38436
11685,car,25389
11686,car,72362
11687,car,65884
11688,house,973171
11689,car,53993
11690,car,51385
11691,car,21425
11692,car,11288
11693,car,91012
11694,car,31709
11695,house,492359
11696,car,62203
11697,car,88290
11698,car,41766
11699,car,33853
11700,house,846967
11701,car,82879
11702,car,88584
11703,house,614183
11704,car,91881
11705,car,50691
11706,car,77862
11707,car,98684
11708,car,99185
11709,car,92234
11710,car,29190
11711,car,17955
11712,car,85249
11713,house,1118211
11714,house,1319791
11715,car,59014
11716,car,94121
11717,car,41189
11718,car,51661
11719,car,33639
11720,car,11687
11721,car,38703
11722,car,30591
11723,car,56546
11724,car,24923
11725,house,191765
11726,house,1119017
11727,house,559537
11728,car,99102
11729,car,13339
11730,car,94446
11731,car,44956
11732,car,96370
11733,car,26386
11734,car,80573
11735,house,131196
11736,car,29427
11737,car,76266
11738,car,59389
11739,car,93407
11740,car,16694
11741,car,36413
11742,car,88730
11743,house,1065196
11744,house,119402
11745,car,38460
11746,car,55907
11747,car,58621
11748,house,964692
11749,car,15600
11750,car,12561
11751,car,74564
11752,car,26898
11753,car,56785
11754,car,26461
11755,car,11640
11756,car,51538
11757,car,23747
11758,car,95670
11759,car,93603
11760,car,14494
11761,car,80025
11762,car,75327
11763,car,38558
11764,car,38339
11765,car,89992
11766,car,81094
11767,car,83974
11768,car,91096
11769,car,77475
11770,car,48236
11771,car,49229
11772,car,73623
11773,car,19676
11774,car,79252
11775,car,72011
11776,car,64540
11777,car,20964
11778,car,78910
11779,car,78680
11780,car,57266
11781,car,43503
11782,car,95486
11783,car,48322
11784,house,1478219
11785,car,13484
11786,house,1232619
11787,house,610300
11788,car,67411
11789,car,40077
11790,car,20255
11791,car,62339
11792,car,69996
11793,car,34668
11794,house,811714
11795,car,34685
11796,car,41313
11797,car,78724
11798,house,315885
11799,car,68398
11800,car,42582
11801,car,53378
11802,car,31195
11803,car,38178
11804,car,15447
11805,car,58658
11806,house,503151
11807,car,40599
11808,car,67004
11809,car,58924
11810,car,38431
11811,car,63116
11812,car,59994
11813,car,45755
11814,car,52387
11815,car,34158
11816,car,98098
11817,car,22479
11818,car,59372
11819,car,87909
11820,house,381979
11821,car,17709
11822,car,38669
11823,car,68053
11824,car,63876
11825,car,32304
11826,car,56327
11827,car,82757
11828,car,51585
11829,car,84674
11830,car,77072
11831,car,75315
11832,house,497896
11833,house,1117896
11834,car,65481
11835,car,85242
11836,car,69018
11837,car,27700
11838,car,96761
11839,car,45231
11840,car,53757
11841,car,27320
11842,house,729721
11843,car,19140
11844,car,24371
11845,car,81752
11846,car,31530
11847,car,78667
11848,car,81984
11849,car,59366
11850,car,34231
11851,car,50836
11852,car,42109
11853,car,83905
11854,house,1011491
11855,car,66823
11856,car,51636
11857,car,24818
11858,car,47060
11859,car,56250
11860,house,785298
11861,car,26395
11862,car,19962
11863,car,88006
11864,car,98888
11865,car,67786
11866,car,58878
11867,house,858500
11868,car,69107
11869,house,1343543
11870,house,307057
11871,car,79118
11872,house,783251
11873,car,45063
11874,car,37135
11875,car,30087
11876,car,10890
11877,car,84125
11878,car,45777
11879,house,1016218
11880,car,23814
11881,car,14837
11882,car,12415
11883,car,69684
11884,car,22545
11885,house,1410760
11886,car,80082
11887,house,1212800
11888,car,26202
11889,house,199127
11890,car,73161
11891,car,32733
11892,house,291732
11893,car,18704
11894,house,650418
11895,car,19613
11896,house,905924
11897,car,35944
11898,car,71191
11899,house,773037
11900,car,33936
11901,car,69965
11902,car,62725
11903,car,10052
11904,car,25278
11905,car,26536
11906,car,84096
11907,car,94602
11908,car,73408
11909,car,36850
11910,car,68176
11911,house,1019677
11912,car,94541
