loan_id,user_id,reason,loan_amount,balance_paid,date_created
4911,18844,Seasonal Expenses,27657,1833,2012-05-14
4912,18856,Wedding Costs,43177,34523,2022-11-24
4913,18857,Conservation Projects,29634,12698,2017-10-18
4913,18857,Appliance Purchase,199486,129072,2017-03-24
4913,18857,Business Expansion,33599,20411,2012-06-23
4914,18858,Legal Fees,77203,2235,2022-04-24
4915,18867,Personal Projects,66118,15634,2022-09-07
4915,18867,Legal Settlements,92035,41663,2016-06-18
4915,18867,Appliance Purchase,55577,47409,2016-05-12
4916,18879,Charitable Contributions,100824,14421,2023-04-16
4916,18879,Legal Settlements,69799,22084,2016-12-30
4916,18879,Renewable Energy Installations,91118,74212,2017-09-20
4917,18882,Medical Expenses,183086,54049,2011-12-12
4917,18882,Education Expenses,102745,94673,2015-08-26
4918,18890,Seasonal Expenses,87221,16870,2015-07-01
4919,18891,Special Occasions,90650,13717,2015-04-11
4919,18891,Business Startup,183578,164716,2014-03-18
4919,18891,Vehicle Purchase,188286,95544,2015-05-06
4920,18892,Education Expenses,114941,48932,2021-07-01
4921,18894,Travel and Vacation,13423,9723,2019-08-07
4921,18894,Large Purchases,180828,179893,2022-10-09
4921,18894,Personal Projects,181228,77666,2018-04-24
4922,18895,Home Purchase,106632,28930,2017-11-30
4922,18895,Legal Settlements,59782,15524,2010-06-23
4923,18908,Funeral Costs,17713,9639,2022-06-27
4923,18908,Home Purchase,198646,13429,2016-01-16
4924,18912,Holiday Shopping,55873,29962,2016-07-15
4924,18912,Home Purchase,72201,33299,2022-02-28
4925,18917,Education Expenses,43653,7594,2017-04-07
4926,18921,Conservation Projects,110366,75065,2021-09-22
4927,18924,Moving Expenses,164600,17968,2014-06-05
4927,18924,Seasonal Expenses,19618,9056,2012-05-04
4928,18931,Emergency Expenses,25448,2371,2012-07-02
4929,18933,Credit Score Improvement,4851,2930,2022-01-01
4929,18933,Legal Fees,129793,11638,2022-03-17
4929,18933,Business Expansion,8743,2863,2015-08-30
4930,18935,Travel and Vacation,180465,146418,2010-11-11
4931,18937,Special Occasions,40564,37473,2010-10-22
4931,18937,Business Startup,108302,19349,2012-03-29
4931,18937,Technology Purchase,174658,61226,2014-10-19
4932,18950,Seasonal Expenses,100259,72776,2017-12-06
4933,18954,Conservation Projects,101786,95275,2013-04-19
4934,18959,Renewable Energy Installations,172769,58420,2022-12-05
4934,18959,Funeral Costs,71438,36217,2019-05-29
4934,18959,Medical Expenses,32320,24178,2018-09-13
4935,18961,Travel and Vacation,156678,33396,2017-12-31
4936,18962,Investment Opportunities,181312,2045,2021-08-08
4937,18963,Debt Consolidation,192006,89723,2019-05-16
4938,18971,Home Renovation,98271,64325,2017-12-31
4938,18971,Special Occasions,71990,10684,2022-02-26
4939,18973,Technology Purchase,88579,11086,2014-06-22
4939,18973,Investment Opportunities,87503,36826,2021-07-01
4940,18976,Medical Expenses,128549,124086,2011-04-20
4940,18976,Business Startup,105606,87387,2016-03-30
4940,18976,Business Expansion,170243,153961,2023-11-17
4941,18977,Home Purchase,124989,117746,2013-09-24
4941,18977,Renewable Energy Installations,149266,16707,2012-09-16
4941,18977,Medical Expenses,62737,54382,2023-12-15
4942,18978,Appliance Purchase,7922,1992,2017-06-06
4942,18978,Business Expansion,124608,5235,2019-09-28
4942,18978,Medical Expenses,172936,167314,2023-12-09
4943,18981,Insurance Premiums,122691,44493,2017-08-13
4944,18992,Charitable Contributions,140510,93849,2022-01-18
4944,18992,Insurance Premiums,43367,23872,2023-06-11
4945,18993,Travel and Vacation,58374,517,2012-08-16
4946,18996,Emergency Expenses,175926,35835,2022-11-15
4946,18996,Appliance Purchase,128624,44469,2023-11-13
4947,19004,Holiday Shopping,133846,73505,2023-05-13
4947,19004,Lifestyle Changes,33392,16112,2014-04-03
4947,19004,Vehicle Purchase,183458,172507,2018-06-26
4948,19008,Funeral Costs,20571,16279,2015-11-01
4948,19008,Technology Purchase,45809,19310,2015-05-12
4949,19010,Lifestyle Changes,77450,74955,2017-09-12
4949,19010,Legal Fees,158017,149482,2019-04-11
4949,19010,Travel and Vacation,143019,112703,2018-01-14
4950,19016,Travel and Vacation,171034,89288,2020-08-21
4950,19016,Wedding Costs,176687,144448,2024-02-05
4951,19023,Large Purchases,198387,128826,2018-10-18
4951,19023,Business Startup,49663,5438,2020-06-04
4951,19023,Conservation Projects,87902,26904,2020-01-16
4952,19024,Home Renovation,105626,48333,2020-10-10
4952,19024,Moving Expenses,111669,75632,2021-02-11
4952,19024,Medical Expenses,150594,126642,2013-01-18
4953,19026,Renewable Energy Installations,94443,60235,2011-09-09
4954,19027,Moving Expenses,191264,52846,2022-07-25
4955,19039,Debt Consolidation,19674,4205,2015-02-20
4955,19039,Funeral Costs,193547,113084,2019-09-14
4956,19044,Credit Score Improvement,26319,18751,2011-04-19
4956,19044,Debt Consolidation,12735,638,2022-10-28
4956,19044,Home Purchase,92880,54067,2021-03-16
4957,19046,Travel and Vacation,141849,113337,2017-10-06
4957,19046,Travel and Vacation,134629,43615,2016-05-23
4958,19047,Other,157046,130499,2010-12-09
4958,19047,Charitable Contributions,195162,190163,2015-08-06
4959,19049,Moving Expenses,45690,31040,2013-01-11
4959,19049,Medical Expenses,53803,2918,2011-04-24
4959,19049,Lifestyle Changes,76320,303,2011-04-23
4960,19051,Special Occasions,160460,36937,2024-01-03
4960,19051,Personal Projects,57446,19867,2017-05-24
4961,19056,Home Renovation,91088,70385,2013-09-07
4961,19056,Home Purchase,164555,135138,2016-06-24
4961,19056,Investment Opportunities,186612,146776,2020-02-07
4962,19057,Insurance Premiums,8403,3269,2011-04-13
4962,19057,Special Occasions,192889,164066,2023-04-12
4962,19057,Technology Purchase,11057,9451,2013-10-30
4963,19059,Emergency Expenses,89226,51184,2013-01-26
4963,19059,Legal Settlements,122318,25127,2015-11-21
4963,19059,Credit Score Improvement,59434,33861,2018-10-17
4964,19063,Special Occasions,191119,57853,2015-07-09
4965,19067,Seasonal Expenses,133924,84623,2021-03-04
4966,19069,Business Expansion,53090,13594,2013-06-20
4966,19069,Wedding Costs,146603,16414,2017-11-10
4967,19070,Emergency Expenses,65065,15086,2017-11-12
4967,19070,Moving Expenses,21030,2229,2022-09-26
4968,19079,Vehicle Purchase,20207,13602,2021-06-26
4969,19080,Education Expenses,77629,6474,2015-12-01
4969,19080,Lifestyle Changes,62462,46829,2017-02-13
4969,19080,Medical Expenses,142241,57711,2023-09-06
4970,19083,Personal Projects,139447,81417,2011-11-28
4971,19085,Technology Purchase,76006,67023,2020-01-28
4971,19085,Investment Opportunities,111960,13331,2012-10-13
4971,19085,Conservation Projects,1253,1095,2015-10-08
4972,19087,Business Startup,136442,110800,2016-08-21
4972,19087,Personal Projects,19305,3144,2014-04-20
4973,19088,Home Purchase,164449,161137,2010-06-09
4973,19088,Charitable Contributions,40098,31328,2012-04-25
4973,19088,Lifestyle Changes,90138,35599,2010-08-07
4974,19091,Medical Expenses,51231,38195,2010-09-19
4974,19091,Conservation Projects,107143,39253,2018-12-05
4974,19091,Credit Score Improvement,184416,70227,2020-11-06
4975,19097,Education Expenses,55348,7607,2018-10-19
4976,19098,Funeral Costs,41207,10622,2023-08-04
4976,19098,Appliance Purchase,37481,11234,2013-09-05
4976,19098,Holiday Shopping,112612,85678,2010-06-11
4977,19103,Home Renovation,119509,41166,2020-10-08
4977,19103,Technology Purchase,51655,17770,2020-10-18
4977,19103,Home Purchase,180833,144565,2022-03-24
4978,19107,Other,149207,39759,2023-05-26
4978,19107,Seasonal Expenses,187253,73731,2012-11-04
4978,19107,Appliance Purchase,44334,43325,2017-03-25
4979,19109,Legal Settlements,55711,42376,2015-09-20
4980,19115,Emergency Expenses,45732,21439,2017-10-16
4981,19124,Special Occasions,62358,840,2013-11-16
4982,19126,Adoption Costs,135589,87644,2011-08-04
4982,19126,Legal Settlements,114746,75512,2019-04-08
4983,19128,Travel and Vacation,54729,43690,2014-05-18
4983,19128,Appliance Purchase,108347,42477,2010-09-20
4984,19130,Legal Settlements,101841,82245,2010-06-19
4984,19130,Business Expansion,146323,16997,2012-03-14
4984,19130,Legal Fees,66154,35309,2015-01-21
4985,19131,Renewable Energy Installations,172865,126225,2016-06-19
4986,19132,Renewable Energy Installations,75425,10050,2018-08-31
4986,19132,Vehicle Purchase,42471,25358,2016-05-25
4986,19132,Other,37927,4058,2016-03-01
4987,19140,Special Occasions,164844,75180,2014-02-08
4988,19141,Conservation Projects,93702,7309,2018-05-26
4988,19141,Credit Score Improvement,199915,23347,2021-04-30
4989,19146,Legal Fees,142471,55355,2011-12-23
4989,19146,Adoption Costs,13039,1437,2020-02-28
4990,19147,Investment Opportunities,173499,133974,2015-10-18
4990,19147,Moving Expenses,179028,29484,2016-04-14
4990,19147,Technology Purchase,167135,2992,2023-07-19
4991,19153,Debt Consolidation,58402,53114,2022-07-09
4991,19153,Legal Settlements,189382,110808,2024-01-06
4991,19153,Holiday Shopping,199700,52005,2023-06-17
4992,19158,Holiday Shopping,36737,22265,2020-11-18
4992,19158,Adoption Costs,175602,66713,2013-06-26
4993,19163,Legal Fees,144932,30670,2019-02-18
4993,19163,Wedding Costs,143132,99079,2019-05-13
4994,19164,Seasonal Expenses,66668,17746,2015-10-20
4994,19164,Funeral Costs,195663,139563,2019-08-06
4995,19176,Business Expansion,51097,29856,2012-02-21
4996,19177,Wedding Costs,127309,85838,2010-01-19
4996,19177,Moving Expenses,176572,161317,2012-01-09
4997,19180,Appliance Purchase,79562,64509,2020-03-28
4998,19182,Conservation Projects,143270,140653,2024-01-01
4999,19190,Credit Score Improvement,53543,13515,2016-06-17
4999,19190,Special Occasions,155471,25553,2018-01-02
5000,19195,Legal Settlements,175987,61718,2021-04-05
5000,19195,Legal Settlements,20589,17608,2022-11-09
5000,19195,Seasonal Expenses,95704,41057,2014-11-07
5001,19196,Moving Expenses,174120,161550,2017-03-09
5001,19196,Business Expansion,80646,32892,2024-03-14
5002,19201,Charitable Contributions,32003,20826,2010-09-03
5002,19201,Large Purchases,185605,154099,2020-05-17
5002,19201,Travel and Vacation,63966,43759,2021-11-22
5003,19208,Emergency Expenses,121638,11710,2013-02-10
5004,19209,Emergency Expenses,106495,47783,2021-11-05
5005,19210,Adoption Costs,60902,19286,2012-11-26
5006,19219,Credit Score Improvement,199690,195813,2015-03-19
5006,19219,Home Purchase,84879,30515,2023-03-20
5007,19229,Technology Purchase,183322,89256,2012-05-25
5007,19229,Vehicle Purchase,194440,114557,2022-05-19
5007,19229,Holiday Shopping,5109,2161,2013-06-10
5008,19246,Holiday Shopping,51517,28582,2013-09-15
5009,19249,Seasonal Expenses,80031,57435,2024-07-04
5009,19249,Business Expansion,8224,1587,2015-11-26
5010,19251,Appliance Purchase,26215,13031,2013-09-21
5010,19251,Education Expenses,181005,33697,2022-07-30
5010,19251,Business Startup,20577,17680,2023-11-20
5011,19252,Medical Expenses,53569,11621,2011-08-25
5011,19252,Appliance Purchase,117304,26128,2012-10-06
5011,19252,Seasonal Expenses,37533,15976,2010-06-03
5012,19253,Medical Expenses,18171,244,2017-07-06
5012,19253,Moving Expenses,64991,8217,2012-08-24
5013,19255,Adoption Costs,126405,76552,2018-04-02
5014,19258,Holiday Shopping,38397,28931,2022-08-05
5014,19258,Appliance Purchase,134031,24856,2022-02-12
5014,19258,Wedding Costs,172915,86930,2014-03-10
5015,19259,Home Renovation,58183,25238,2024-04-11
5016,19260,Funeral Costs,70957,4100,2014-12-29
5016,19260,Large Purchases,171097,151431,2018-07-29
5017,19261,Insurance Premiums,150349,89014,2020-05-22
5017,19261,Education Expenses,172752,166097,2011-12-09
5017,19261,Appliance Purchase,99663,46645,2020-05-12
5018,19263,Business Startup,151316,117300,2017-06-26
5018,19263,Business Startup,52203,24916,2014-12-31
5019,19279,Renewable Energy Installations,79932,27002,2021-07-22
5020,19280,Credit Score Improvement,106004,9646,2020-02-13
5020,19280,Debt Consolidation,105123,89167,2020-03-09
5021,19281,Insurance Premiums,146784,116760,2010-12-06
5021,19281,Business Startup,45657,40619,2017-11-14
5022,19294,Holiday Shopping,155835,26864,2014-08-22
5022,19294,Holiday Shopping,7251,3173,2013-05-27
5023,19295,Insurance Premiums,135009,3452,2016-08-12
5024,19297,Holiday Shopping,63506,5637,2022-03-03
5024,19297,Investment Opportunities,42603,26437,2021-08-25
5024,19297,Travel and Vacation,130003,3276,2024-06-16
5025,19301,Business Expansion,138440,95207,2016-03-28
5026,19303,Medical Expenses,32543,30597,2017-03-18
5026,19303,Large Purchases,173453,66873,2023-12-27
5026,19303,Education Expenses,158996,37963,2017-07-22
5027,19306,Business Expansion,34306,17225,2020-04-09
5027,19306,Debt Consolidation,191934,92354,2010-12-10
5027,19306,Charitable Contributions,94632,62892,2018-04-19
5028,19307,Personal Projects,5739,4765,2013-02-26
5028,19307,Lifestyle Changes,85192,16351,2013-06-03
5028,19307,Emergency Expenses,141117,38132,2022-02-27
5029,19308,Legal Fees,100140,84388,2010-07-23
5030,19311,Debt Consolidation,92571,84366,2012-03-25
5030,19311,Personal Projects,128890,106133,2012-01-23
5031,19315,Seasonal Expenses,13390,8329,2011-06-14
5031,19315,Personal Projects,136404,122817,2024-04-22
5032,19318,Special Occasions,186960,127423,2012-05-03
5032,19318,Other,93885,43572,2015-11-10
5032,19318,Insurance Premiums,91829,44844,2011-08-12
5033,19333,Business Expansion,59616,32615,2012-05-11
5033,19333,Funeral Costs,96592,41309,2010-12-07
5033,19333,Conservation Projects,30274,11372,2014-02-04
5034,19337,Business Expansion,128079,68317,2022-09-14
5034,19337,Debt Consolidation,5629,5187,2019-01-30
5035,19339,Debt Consolidation,124196,100529,2023-05-20
5036,19340,Holiday Shopping,183528,136769,2020-08-21
5036,19340,Wedding Costs,16801,5053,2010-12-30
5037,19341,Other,168989,123183,2010-07-28
5037,19341,Investment Opportunities,23973,13536,2013-08-15
5038,19343,Special Occasions,48824,34991,2013-08-18
5038,19343,Emergency Expenses,54104,13194,2012-03-29
5038,19343,Renewable Energy Installations,69595,16615,2014-03-24
5039,19345,Wedding Costs,80468,9425,2023-10-25
5039,19345,Seasonal Expenses,185181,137845,2011-08-13
5039,19345,Home Purchase,20902,9613,2018-08-12
5040,19351,Business Expansion,122957,53711,2013-01-02
5040,19351,Wedding Costs,82924,28253,2015-03-29
5041,19352,Special Occasions,176871,19157,2018-06-08
5042,19354,Special Occasions,160280,29897,2019-09-22
5042,19354,Debt Consolidation,36353,6062,2022-01-05
5043,19357,Appliance Purchase,169625,92411,2020-06-07
5043,19357,Lifestyle Changes,19520,10126,2013-05-07
5044,19359,Seasonal Expenses,36469,34130,2021-04-08
5044,19359,Home Renovation,73497,66119,2023-03-11
5044,19359,Home Renovation,60130,44563,2018-07-04
5045,19364,Seasonal Expenses,177328,158594,2016-07-27
5046,19376,Investment Opportunities,16306,15387,2019-01-11
5047,19380,Appliance Purchase,191181,90199,2018-03-17
5047,19380,Technology Purchase,35145,23270,2013-02-25
5047,19380,Debt Consolidation,107016,75708,2019-02-27
5048,19383,Special Occasions,27265,17856,2022-12-17
5048,19383,Appliance Purchase,186860,23955,2016-12-03
5049,19388,Investment Opportunities,70238,1395,2011-08-27
5050,19391,Wedding Costs,151371,30569,2011-01-28
5050,19391,Credit Score Improvement,16672,16297,2011-04-24
5050,19391,Insurance Premiums,136007,124225,2021-05-12
5051,19392,Legal Fees,36883,18636,2012-06-14
5051,19392,Legal Settlements,190654,3904,2011-05-04
5051,19392,Education Expenses,48242,39874,2020-03-08
5052,19398,Education Expenses,121929,70968,2021-08-16
5053,19399,Funeral Costs,34934,683,2021-03-05
5053,19399,Funeral Costs,198018,159568,2023-09-01
5054,19400,Home Purchase,125199,26297,2016-08-23
5054,19400,Holiday Shopping,126429,108181,2019-02-13
5055,19405,Holiday Shopping,147006,7739,2018-12-23
5055,19405,Debt Consolidation,66236,2983,2021-04-23
5056,19410,Appliance Purchase,90322,80267,2020-12-28
5057,19412,Special Occasions,92370,494,2017-11-06
5057,19412,Technology Purchase,166276,12484,2023-01-15
5058,19413,Business Startup,112522,91260,2020-06-05
5058,19413,Education Expenses,111352,74230,2010-09-05
5058,19413,Travel and Vacation,16333,9974,2017-03-11
5059,19417,Adoption Costs,18339,5805,2024-02-08
5060,19418,Funeral Costs,146911,91350,2018-05-11
5060,19418,Charitable Contributions,77573,19829,2012-09-13
5060,19418,Large Purchases,31255,11126,2010-11-10
5061,19422,Insurance Premiums,166975,95746,2022-10-18
5061,19422,Technology Purchase,53820,34632,2012-03-08
5061,19422,Moving Expenses,65479,19755,2013-07-16
5062,19423,Special Occasions,7016,3302,2023-02-26
5063,19428,Lifestyle Changes,120218,45264,2010-04-01
5063,19428,Debt Consolidation,108026,27195,2021-03-22
5063,19428,Investment Opportunities,94642,12657,2020-01-31
5064,19433,Special Occasions,105684,34559,2013-04-23
5064,19433,Legal Fees,165730,62627,2019-03-15
5065,19435,Holiday Shopping,8367,734,2019-06-23
5066,19437,Education Expenses,178769,48214,2020-01-05
5066,19437,Business Startup,199617,43276,2018-09-14
5067,19448,Renewable Energy Installations,108336,36302,2022-09-21
5067,19448,Charitable Contributions,20119,1892,2019-01-11
5067,19448,Seasonal Expenses,143375,1408,2015-05-23
5068,19454,Vehicle Purchase,76758,44484,2020-09-17
5068,19454,Home Purchase,166522,26157,2018-06-05
5068,19454,Appliance Purchase,193702,77688,2023-05-01
5069,19456,Personal Projects,67797,8504,2012-12-13
5070,19462,Other,30080,28172,2012-01-28
5071,19464,Technology Purchase,75264,6529,2014-03-03
5072,19465,Moving Expenses,136966,70950,2017-07-01
5072,19465,Renewable Energy Installations,134926,112492,2013-04-21
5073,19468,Holiday Shopping,177745,20038,2018-12-10
5073,19468,Personal Projects,77817,26317,2023-03-05
5073,19468,Charitable Contributions,192341,131350,2017-12-12
5074,19471,Education Expenses,89458,4239,2022-02-17
5074,19471,Legal Settlements,167347,161044,2013-04-22
5074,19471,Special Occasions,79318,68745,2019-06-06
5075,19472,Business Expansion,183463,165404,2012-02-04
5075,19472,Charitable Contributions,189609,74290,2017-03-04
5076,19475,Seasonal Expenses,2500,196,2010-05-25
5076,19475,Conservation Projects,5268,1565,2012-08-17
5076,19475,Legal Settlements,81114,25569,2013-09-04
5077,19476,Insurance Premiums,165238,68516,2017-07-23
5078,19479,Investment Opportunities,159259,105775,2017-11-10
5078,19479,Credit Score Improvement,133776,12060,2018-12-20
5079,19480,Debt Consolidation,36183,12771,2011-12-31
5080,19482,Other,12826,4186,2019-12-31
5080,19482,Wedding Costs,88203,79399,2020-02-08
5081,19483,Funeral Costs,38636,9510,2016-02-11
5081,19483,Vehicle Purchase,63688,9155,2015-03-29
5081,19483,Education Expenses,107125,79592,2020-01-17
5082,19484,Funeral Costs,156179,38440,2013-04-10
5083,19488,Emergency Expenses,181250,80419,2019-01-05
5083,19488,Business Expansion,120537,120220,2023-12-19
5084,19492,Travel and Vacation,158789,154945,2010-10-11
5084,19492,Legal Fees,48753,40252,2021-05-01
5085,19494,Education Expenses,162919,23003,2013-07-15
5085,19494,Other,137596,85739,2017-02-22
5085,19494,Emergency Expenses,16227,5452,2023-03-22
5086,19496,Business Startup,81578,22092,2023-08-04
5086,19496,Insurance Premiums,192614,185923,2017-02-02
5086,19496,Vehicle Purchase,27576,461,2012-02-28
5087,19499,Other,152691,130926,2017-10-19
5087,19499,Wedding Costs,163873,2807,2015-07-13
5088,19503,Home Renovation,103023,80198,2012-11-21
5088,19503,Seasonal Expenses,175066,106598,2014-07-31
5088,19503,Debt Consolidation,131764,49141,2013-05-27
5089,19508,Personal Projects,97044,66630,2019-07-31
5089,19508,Emergency Expenses,164007,45888,2020-01-02
5089,19508,Debt Consolidation,100300,70178,2021-06-04
5090,19511,Legal Settlements,64157,6562,2012-02-24
5091,19512,Special Occasions,61525,48009,2013-03-05
5091,19512,Large Purchases,178968,129727,2021-03-08
5091,19512,Legal Settlements,132989,43343,2013-06-01
5092,19519,Charitable Contributions,141268,40510,2010-11-17
5092,19519,Conservation Projects,82206,38306,2015-01-16
5093,19521,Seasonal Expenses,144918,33736,2016-03-25
5093,19521,Funeral Costs,144220,63035,2017-01-21
5094,19527,Legal Fees,61435,19705,2018-09-18
5094,19527,Holiday Shopping,153902,80196,2020-02-01
5094,19527,Vehicle Purchase,164102,76053,2018-04-10
5095,19528,Wedding Costs,67947,14936,2018-11-01
5095,19528,Debt Consolidation,166642,60028,2011-07-04
5096,19530,Business Expansion,189684,35110,2020-12-22
5096,19530,Wedding Costs,63927,13010,2011-03-10
5097,19534,Holiday Shopping,34556,33145,2015-06-14
5098,19543,Investment Opportunities,164176,49530,2019-09-29
5099,19547,Charitable Contributions,73893,46842,2013-02-23
5099,19547,Medical Expenses,189567,1803,2022-01-17
5100,19554,Debt Consolidation,146423,137192,2017-10-03
5101,19557,Renewable Energy Installations,134910,92083,2015-08-11
5102,19562,Special Occasions,87585,35084,2021-02-01
5103,19567,Adoption Costs,148278,19046,2020-01-05
5104,19572,Credit Score Improvement,61874,46695,2011-09-14
5104,19572,Adoption Costs,83895,35149,2018-11-20
5105,19582,Vehicle Purchase,91833,38215,2021-07-24
5105,19582,Credit Score Improvement,45316,9283,2018-05-28
5105,19582,Renewable Energy Installations,194082,179779,2023-04-21
5106,19584,Investment Opportunities,89167,52646,2010-05-02
5107,19602,Legal Fees,117178,90000,2015-05-18
5108,19603,Technology Purchase,117692,5621,2021-05-31
5109,19604,Emergency Expenses,120764,45263,2014-07-17
5109,19604,Holiday Shopping,11375,6691,2015-01-02
5110,19608,Funeral Costs,68645,7476,2016-04-08
5110,19608,Vehicle Purchase,21756,3692,2021-01-26
5110,19608,Wedding Costs,10263,8749,2016-07-02
5111,19619,Large Purchases,116692,22200,2023-03-14
5111,19619,Holiday Shopping,191378,26205,2016-11-26
5112,19625,Adoption Costs,165816,153274,2021-04-05
5113,19628,Legal Settlements,52644,37986,2011-11-26
5114,19632,Holiday Shopping,48143,35297,2011-12-23
5114,19632,Insurance Premiums,189191,111950,2020-06-21
5114,19632,Lifestyle Changes,190201,127,2016-03-30
5115,19634,Business Startup,110037,94406,2013-03-13
5116,19640,Credit Score Improvement,152163,128089,2019-09-05
5116,19640,Travel and Vacation,24825,14996,2023-10-21
5117,19643,Charitable Contributions,102333,84586,2018-05-07
5117,19643,Emergency Expenses,102412,4123,2010-07-28
5118,19645,Renewable Energy Installations,30784,29386,2022-01-19
5119,19646,Legal Fees,16487,7782,2020-01-04
5119,19646,Credit Score Improvement,91281,86233,2011-01-04
5119,19646,Business Startup,21791,19505,2017-04-16
5120,19649,Emergency Expenses,131878,63694,2017-03-29
5121,19659,Special Occasions,173412,152435,2010-03-16
5122,19663,Insurance Premiums,36510,35094,2014-09-17
5122,19663,Wedding Costs,12491,8047,2024-04-28
5123,19665,Home Purchase,35166,1325,2013-01-11
5124,19673,Legal Fees,193328,185663,2012-08-14
5124,19673,Insurance Premiums,190733,103146,2015-03-02
5124,19673,Business Expansion,131380,46699,2017-09-29
5125,19677,Legal Settlements,42184,15313,2016-06-03
5125,19677,Funeral Costs,71737,30492,2024-06-13
5126,19687,Insurance Premiums,42311,36849,2022-11-24
5126,19687,Investment Opportunities,148092,133811,2012-11-10
5126,19687,Vehicle Purchase,159714,51257,2014-01-19
5127,19692,Holiday Shopping,44528,25852,2019-02-19
5127,19692,Education Expenses,108827,100762,2018-03-06
5128,19694,Debt Consolidation,38034,37250,2010-02-01
5128,19694,Charitable Contributions,155242,10554,2020-09-23
5129,19695,Large Purchases,50750,27746,2019-02-09
5129,19695,Credit Score Improvement,124140,19149,2016-04-10
5130,19696,Holiday Shopping,112424,100941,2010-03-24
5130,19696,Other,169196,118845,2018-03-04
5130,19696,Business Expansion,150159,115790,2019-10-04
5131,19698,Technology Purchase,45044,21589,2010-06-01
5131,19698,Technology Purchase,68117,59573,2013-06-23
5131,19698,Home Renovation,161277,99618,2019-05-05
5132,19703,Investment Opportunities,160998,51341,2023-07-24
5133,19705,Medical Expenses,115259,64556,2022-11-10
5134,19709,Charitable Contributions,14814,8036,2020-10-08
5134,19709,Lifestyle Changes,160027,86761,2015-07-03
5135,19711,Credit Score Improvement,132533,94835,2013-09-26
5135,19711,Education Expenses,21509,14157,2016-11-08
5136,19713,Travel and Vacation,83303,36584,2013-04-23
5136,19713,Renewable Energy Installations,51074,4046,2019-10-01
5136,19713,Lifestyle Changes,57811,24928,2020-05-19
5137,19717,Business Expansion,126454,93405,2012-09-02
5137,19717,Conservation Projects,118615,22755,2014-07-29
5137,19717,Lifestyle Changes,37031,2616,2016-09-03
5138,19719,Debt Consolidation,48411,12052,2023-03-28
5138,19719,Funeral Costs,153410,54445,2015-11-16
5138,19719,Business Expansion,38611,6110,2011-07-31
5139,19720,Seasonal Expenses,152912,91381,2020-03-06
5140,19722,Wedding Costs,93824,16628,2024-01-23
5141,19727,Holiday Shopping,123547,109910,2019-06-10
5141,19727,Lifestyle Changes,144719,122032,2019-07-04
5142,19729,Moving Expenses,33123,5377,2018-03-30
5143,19735,Travel and Vacation,65067,58009,2014-06-22
5143,19735,Other,153151,98631,2016-09-04
5143,19735,Legal Settlements,15841,9653,2019-02-20
5144,19737,Debt Consolidation,190682,33240,2022-12-21
5144,19737,Debt Consolidation,171123,37296,2014-06-17
5144,19737,Appliance Purchase,190049,116507,2020-05-04
5145,19741,Holiday Shopping,93442,47316,2021-07-16
5145,19741,Moving Expenses,10928,5902,2018-03-15
5146,19752,Holiday Shopping,190000,30396,2016-06-24
5146,19752,Home Renovation,187000,82106,2016-09-01
5147,19755,Insurance Premiums,148804,88828,2017-10-25
5147,19755,Funeral Costs,95966,38645,2021-03-17
5148,19757,Lifestyle Changes,194076,179010,2010-01-24
5149,19759,Adoption Costs,16909,8326,2024-01-05
5149,19759,Medical Expenses,197746,65153,2014-06-12
5149,19759,Home Purchase,135972,93817,2019-04-18
5150,19761,Emergency Expenses,78254,70355,2016-07-31
5151,19763,Charitable Contributions,53948,30478,2013-09-09
5151,19763,Legal Fees,99127,61234,2024-01-18
5152,19777,Other,188214,167190,2018-08-16
5153,19778,Wedding Costs,7363,2903,2010-07-01
5153,19778,Emergency Expenses,108439,41562,2018-05-02
5153,19778,Medical Expenses,196460,78171,2012-11-25
5154,19785,Technology Purchase,21714,1080,2012-09-14
5154,19785,Conservation Projects,78819,69884,2022-03-16
5155,19786,Lifestyle Changes,46947,20655,2015-07-21
5155,19786,Moving Expenses,174592,155790,2018-03-28
5155,19786,Credit Score Improvement,159127,80825,2011-12-20
5156,19789,Holiday Shopping,35364,24250,2021-12-05
5157,19790,Business Startup,187815,168679,2019-02-15
5157,19790,Home Renovation,97884,85479,2013-06-08
5158,19794,Conservation Projects,85680,80872,2015-04-07
5159,19797,Education Expenses,110548,57744,2023-09-20
5159,19797,Medical Expenses,40714,22389,2022-07-09
5160,19799,Home Purchase,53449,47347,2017-02-05
5161,19801,Charitable Contributions,136536,39999,2022-05-05
5161,19801,Legal Settlements,14213,14025,2018-03-12
5161,19801,Legal Fees,176441,112860,2022-07-26
5162,19802,Business Startup,180858,105925,2024-01-23
5163,19803,Charitable Contributions,30546,24029,2016-05-31
5163,19803,Medical Expenses,108959,35689,2023-11-15
5164,19809,Home Purchase,35110,24720,2014-03-26
5164,19809,Wedding Costs,153961,51971,2012-03-18
5165,19811,Vehicle Purchase,27630,2577,2024-02-01
5166,19820,Legal Fees,135325,90293,2023-12-12
5166,19820,Lifestyle Changes,34298,1277,2020-05-29
5166,19820,Charitable Contributions,76188,1014,2014-09-14
5167,19823,Credit Score Improvement,135856,111041,2016-02-20
5167,19823,Lifestyle Changes,98571,82230,2012-03-15
5168,19825,Travel and Vacation,106179,47487,2013-07-19
5168,19825,Technology Purchase,133663,118907,2023-11-08
